"NS","ND","NF","Entropy","SOL","NTM","LA","LD","LT","FN","NDEV","AGE","EXP","REXP","Complexity","if_add","if_del","if_chg","elseif_add","elseif_del","else_add","else_del","else_chg","for_add","for_del","for_chg","while_add","while_del","continue_del","switch_add","switch_del","switch_chg","return_add","return_del","try_add","try_del","try_chg","catch_add","throw_add","throw_del","throw_chg","throws_add","final_add","synchronized_add","loop_add","loop_del","loop_chg","expVariable_add","expVariable_del","expParameter_add","expParameter_del","externalCall_add","externalCall_del","average_time","Runtime","Cpu_user","Cpu_sys","Mem_rss","Mem_vms","Io_read","Io_write"
11,10,0,5,5,0,0,2,0,8,4,1,9,3,4,7,7,6,15,0,12,0,0,7,0,0,18,18,0,0,6,0,9,12,0,16,13,0,14,17,0,18,0,18,0,0,7,7,13,0,18,3,16,0,0,0,0,0,0,0,0
13,12,0,6,6,6,3,2,0,10,5,1,8,4,0,8,8,7,16,0,14,0,0,0,0,0,19,19,0,0,6,12,11,14,0,17,15,0,16,17,0,19,0,19,0,0,8,9,15,0,18,4,17,0,0,0,0,0,0,0,0
14,13,0,7,7,6,3,2,0,10,5,1,9,4,0,9,9,8,17,0,13,0,0,0,0,0,0,19,11,0,8,9,12,15,0,20,16,0,17,18,0,19,0,19,13,0,9,7,15,0,19,4,18,0,0,0,0,0,0,0,0
15,14,0,6,7,5,4,2,0,11,5,1,12,3,0,10,11,8,19,0,16,0,0,13,16,0,20,0,13,0,9,0,14,17,0,19,18,0,19,20,0,20,0,20,0,16,11,6,16,0,20,4,19,0,0,0,0,0,0,0,0
13,12,0,6,8,7,4,2,0,10,5,1,11,3,0,9,11,7,18,0,14,0,0,0,16,0,17,0,12,0,7,0,13,15,0,19,15,0,18,20,0,20,0,20,14,16,11,6,14,0,20,5,19,0,0,0,0,0,0,0,0
13,13,0,6,9,8,4,2,0,11,7,1,12,3,0,10,11,7,18,0,15,0,0,11,16,0,19,19,15,0,9,0,14,15,0,18,16,0,17,19,0,19,0,19,0,0,11,8,15,0,19,5,19,0,0,0,0,0,0,0,0
13,12,0,4,6,6,3,2,0,9,5,1,11,3,0,8,10,7,17,0,13,0,0,0,0,0,17,17,15,0,5,0,11,14,0,17,15,0,17,17,0,17,0,17,15,16,10,7,14,0,17,4,17,0,0,0,0,0,0,0,0
12,12,0,5,8,8,3,2,0,11,7,1,12,4,0,10,11,9,18,0,13,0,0,0,0,0,17,20,12,0,6,0,12,14,0,22,15,0,18,19,0,21,0,21,12,16,11,8,14,0,20,5,19,0,0,0,0,0,0,0,0
13,13,0,5,7,8,4,2,0,11,4,1,12,3,0,10,11,9,17,0,13,0,0,13,0,0,17,17,13,0,7,0,13,15,0,17,14,0,17,17,0,17,0,17,0,16,11,7,14,0,17,6,17,0,0,0,0,0,0,0,0
15,14,0,5,7,8,4,2,0,12,3,1,13,4,0,11,12,10,22,0,17,0,0,0,19,0,20,0,14,0,8,0,16,18,0,21,17,0,22,23,0,23,0,23,16,19,12,9,17,0,23,6,22,0,0,0,0,0,0,0,0
16,15,0,3,8,8,5,2,0,11,6,1,14,4,0,12,12,10,21,0,17,0,0,17,19,0,23,23,17,0,9,0,16,18,0,20,17,0,20,21,0,23,0,23,0,0,13,10,17,0,22,7,23,0,0,0,0,0,0,0,0
17,16,0,3,9,8,4,2,0,13,6,1,15,5,0,13,14,12,23,0,19,0,0,0,21,0,22,0,19,0,10,0,18,20,0,22,20,0,22,24,0,26,0,26,18,21,14,11,20,0,26,7,25,0,0,0,0,0,0,0,0
16,16,0,3,8,8,5,2,0,11,6,1,15,4,0,12,14,10,23,0,20,0,0,16,21,0,26,26,17,0,8,0,17,21,0,22,18,0,22,23,0,26,0,25,0,0,13,9,19,0,24,7,24,0,0,0,0,0,0,0,0
16,15,0,3,8,9,4,2,0,11,6,1,14,5,0,12,12,10,21,0,18,0,0,13,0,0,23,23,19,0,9,0,17,19,0,21,18,0,21,22,0,23,0,23,0,20,12,10,18,0,22,7,22,0,0,0,0,0,0,0,0
15,15,0,3,7,7,4,2,0,10,6,1,14,5,0,11,13,9,20,0,18,0,0,18,0,0,23,23,15,0,7,0,16,19,0,21,18,0,20,21,0,23,0,23,0,19,12,8,17,0,22,6,21,0,0,0,0,0,0,0,0
18,17,0,3,8,9,4,2,0,12,6,1,14,5,0,13,13,11,24,0,20,0,0,15,22,0,26,0,15,0,8,16,18,21,0,23,19,0,24,25,0,26,0,26,0,22,13,10,20,0,26,7,25,0,0,0,0,0,0,0,0
13,13,0,3,7,7,4,2,0,10,6,1,13,5,0,11,11,9,18,0,16,0,0,12,17,0,20,20,13,0,7,14,14,16,0,19,15,0,18,19,0,20,0,20,0,0,10,8,15,0,20,6,18,0,0,0,0,0,0,0,0
12,11,0,3,7,7,4,2,0,9,5,1,12,4,0,10,9,8,19,0,14,0,0,12,17,0,20,0,13,0,6,13,13,16,0,18,14,0,18,19,0,20,0,20,0,17,10,8,15,0,20,5,19,0,0,0,0,0,0,0,0
15,14,0,3,6,6,5,2,0,10,5,1,13,4,0,12,11,9,19,0,17,0,0,15,0,0,22,22,17,0,7,16,16,17,0,19,17,0,19,20,0,22,0,22,0,18,11,8,17,0,21,6,19,0,0,0,0,0,0,0,0
13,12,0,3,7,7,5,2,0,9,5,1,11,4,0,10,10,8,17,0,15,0,0,12,16,0,20,0,13,0,7,14,13,15,0,17,14,0,17,18,0,20,0,20,0,16,10,8,14,0,19,6,17,0,0,0,0,0,0,0,0
15,14,0,3,7,7,5,2,0,10,5,1,13,4,0,11,11,9,19,0,16,0,0,15,18,0,21,0,15,0,7,17,15,17,0,19,16,0,19,20,0,21,0,21,0,18,12,8,16,0,20,6,20,0,0,0,0,0,0,0,0
15,14,0,3,6,6,5,2,0,10,5,1,13,4,0,10,11,9,23,0,18,0,0,14,20,0,27,0,15,0,7,15,16,19,0,22,17,0,23,24,0,27,0,26,0,21,12,8,18,0,25,6,23,0,0,0,0,0,0,0,0
13,13,0,3,8,8,5,2,0,10,5,1,12,4,0,11,10,9,18,0,15,0,0,13,0,0,20,20,13,0,7,14,14,16,0,19,15,0,18,20,0,20,0,20,0,17,11,9,15,0,20,6,20,0,0,0,0,0,0,0,0
16,15,0,3,8,8,6,2,0,11,5,1,14,4,0,12,12,10,22,0,18,0,0,15,21,0,22,0,17,0,8,16,17,19,20,22,17,0,22,22,0,22,0,22,0,20,13,9,18,0,22,7,22,0,0,0,0,0,0,0,0
16,15,0,3,8,8,6,2,0,11,5,1,14,4,0,12,12,10,23,0,18,0,0,15,21,0,25,25,17,0,8,19,17,20,22,23,18,0,23,24,0,25,0,22,0,0,13,9,19,0,24,7,24,0,0,0,0,0,0,0,0
15,15,0,3,7,8,6,2,0,11,5,1,14,4,0,13,13,10,20,0,18,0,0,16,19,0,22,0,16,0,9,17,17,18,19,21,17,0,20,21,0,22,0,16,0,19,12,10,17,0,21,6,22,0,0,0,0,0,0,0,0
14,14,0,3,7,8,6,2,0,11,5,1,13,4,0,11,12,10,22,0,17,0,0,15,0,0,25,25,15,0,7,16,16,17,19,21,16,0,23,24,0,25,0,16,0,20,12,9,16,0,25,8,18,0,0,0,0,0,0,0,0
13,13,0,3,6,7,5,2,0,10,5,1,12,4,0,10,11,9,18,0,16,0,0,14,0,0,21,21,14,0,6,15,14,15,16,19,14,0,19,19,0,21,0,15,0,17,11,8,14,0,20,6,16,0,0,0,0,0,0,0,0
17,16,0,3,8,9,6,2,10,12,5,1,14,4,0,13,13,11,24,0,20,0,0,18,22,0,25,25,15,0,7,19,18,21,21,24,19,0,24,25,0,25,0,20,0,0,13,10,19,0,25,8,23,0,0,0,0,0,0,0,0
16,16,0,3,7,8,5,2,9,11,4,1,14,4,0,13,12,10,20,0,18,0,0,15,20,0,20,0,15,0,6,16,17,19,20,20,18,0,20,20,0,20,0,19,0,20,13,9,18,0,20,7,20,0,0,0,0,0,0,0,0
15,15,0,3,8,9,6,2,10,12,5,1,14,4,0,13,13,11,22,0,17,0,0,0,19,0,22,24,16,0,7,17,16,17,18,21,16,0,20,21,0,24,0,19,17,0,13,10,16,0,23,9,19,0,0,0,0,0,0,0,0
13,13,0,2,6,7,5,1,8,10,4,1,12,3,0,10,10,9,20,0,16,0,0,0,19,0,22,23,13,0,5,16,14,18,19,21,16,0,20,22,0,23,0,14,17,0,11,8,15,0,23,6,19,0,0,0,0,0,0,0,0
15,14,0,2,6,7,5,1,8,10,4,1,13,3,0,11,11,9,21,0,18,0,0,16,21,0,24,0,16,0,5,18,16,19,20,22,13,0,22,23,0,24,0,17,0,21,12,8,17,0,24,8,21,0,0,0,0,0,0,0,0
17,16,0,3,7,8,6,2,9,11,5,1,14,4,0,12,13,10,23,0,20,0,0,0,21,0,24,0,15,0,6,17,18,20,20,24,14,0,24,24,0,24,0,16,19,22,12,9,18,0,24,7,20,0,0,0,0,0,0,0,0
17,16,0,2,7,8,5,1,9,11,3,1,14,4,0,12,12,10,20,0,18,0,0,0,0,0,22,24,15,0,6,18,17,18,19,19,15,0,21,21,0,24,0,19,18,19,13,9,17,0,23,8,19,0,0,0,0,0,0,0,0
15,14,0,2,7,7,5,1,0,10,3,1,13,4,0,11,10,9,21,0,18,0,0,0,20,0,22,0,15,0,6,16,16,17,19,21,12,0,22,22,0,22,0,16,18,21,11,8,16,0,22,7,20,0,0,0,0,0,0,0,0
14,14,0,3,7,7,5,1,0,11,4,2,13,4,0,12,11,10,23,0,17,0,0,0,20,0,24,0,13,0,6,16,15,18,19,23,12,0,23,24,0,25,0,16,18,22,11,9,16,0,25,8,21,0,0,0,0,0,0,0,0
14,14,0,3,7,7,6,1,8,11,4,2,12,5,0,11,10,9,19,0,15,0,0,0,0,0,21,23,13,0,6,14,14,16,17,19,12,0,20,21,0,23,0,18,16,18,11,9,14,0,22,7,18,0,0,0,0,0,0,0,0
13,13,0,2,5,5,4,1,7,9,3,1,11,3,0,9,9,8,17,0,16,0,0,0,0,0,17,17,11,0,3,15,12,15,15,17,10,0,17,17,0,17,0,14,15,16,9,6,12,0,17,5,16,0,0,0,0,0,0,0,0
15,15,12,3,7,8,6,1,0,11,4,2,13,5,0,11,10,9,15,0,15,0,0,0,15,0,15,15,14,0,6,15,15,15,15,15,12,0,15,15,0,15,0,15,15,0,12,9,15,0,15,8,15,0,0,0,0,0,0,0,0
17,17,13,3,7,8,5,1,0,13,4,2,16,4,0,14,12,11,23,0,19,0,0,0,22,0,24,0,16,0,6,17,17,20,21,23,15,0,24,24,0,24,0,16,20,23,14,10,18,0,24,9,22,0,0,0,0,0,0,0,0
13,13,10,3,6,7,5,1,0,10,4,2,11,5,0,10,9,8,19,0,14,0,0,0,0,0,23,24,12,0,5,16,14,16,17,18,10,0,20,21,0,24,0,15,17,18,10,8,14,0,22,6,16,0,0,0,0,0,0,0,0
13,13,11,3,6,7,5,1,0,10,4,2,12,5,0,11,10,9,18,0,14,0,0,0,0,0,21,22,12,0,5,15,13,14,16,18,11,0,19,20,0,23,0,12,16,15,11,8,13,0,21,7,17,0,0,0,0,0,0,0,0
17,17,13,2,6,7,5,1,0,12,4,3,15,5,0,12,11,10,24,0,20,0,0,0,23,0,27,28,13,0,4,19,16,20,22,23,14,0,24,25,0,28,0,18,21,0,13,9,17,0,26,8,22,0,0,0,0,0,0,0,0
14,14,11,3,6,6,4,1,0,10,4,2,13,4,0,11,9,8,18,0,15,0,0,0,18,0,20,0,12,0,5,15,14,15,16,18,12,0,19,20,0,21,0,14,18,18,10,7,14,0,20,7,17,0,0,0,0,0,0,0,0
14,15,11,2,7,8,4,1,0,11,5,3,12,6,0,11,10,9,20,0,16,0,0,0,19,0,22,0,12,0,5,16,13,17,18,20,12,0,21,22,0,22,0,17,17,19,11,9,16,0,22,8,17,0,0,0,0,0,0,0,0
14,14,11,2,5,6,4,1,0,10,3,2,12,4,0,11,9,8,17,0,14,0,0,0,0,0,17,17,12,0,3,16,13,15,16,17,10,0,17,17,0,17,0,15,16,16,10,8,14,0,17,7,16,0,0,0,0,0,0,0,0
16,16,13,2,6,7,5,1,0,11,4,3,14,5,0,12,10,9,21,0,17,0,0,0,0,0,24,24,14,0,4,17,15,18,19,20,14,0,22,22,0,24,0,14,19,20,12,8,16,0,23,7,20,0,0,0,0,0,0,0,0
15,15,12,2,7,8,5,1,0,11,4,3,14,6,0,12,11,9,20,0,17,0,0,0,0,0,22,23,16,0,4,17,16,17,19,19,13,0,20,21,0,23,0,17,18,20,13,10,16,0,22,7,18,0,0,0,0,0,0,0,0
15,15,13,2,7,8,5,1,0,12,5,4,14,6,0,13,11,10,20,0,17,0,0,0,19,0,22,0,12,0,3,15,15,19,18,20,13,0,20,21,0,22,0,13,18,20,12,9,16,0,22,8,18,0,0,0,0,0,0,0,0
16,16,13,3,0,6,3,1,0,11,4,2,14,5,0,9,10,8,21,0,18,0,0,18,0,0,25,25,15,0,5,17,16,17,19,21,14,0,22,23,0,25,0,17,0,21,12,8,17,0,24,7,20,0,0,0,0,0,0,0,0
16,15,11,3,0,5,3,1,0,10,3,2,12,4,0,9,10,7,21,0,18,0,0,18,20,0,23,23,14,0,3,18,15,17,19,20,13,0,21,22,0,23,0,16,0,0,10,8,17,0,23,6,19,0,0,0,0,0,0,0,0
13,12,10,3,0,5,3,1,0,9,3,2,11,4,0,8,7,6,17,0,15,0,0,16,17,0,22,21,12,0,2,15,12,13,16,16,9,0,18,19,0,22,0,15,0,0,9,6,14,0,20,5,16,0,0,0,0,0,0,0,0
14,13,10,2,0,5,3,1,0,9,3,2,11,4,0,8,7,6,19,0,16,0,0,17,18,0,21,21,12,0,2,17,14,15,18,18,9,21,20,20,0,21,0,14,0,0,9,6,14,0,21,5,18,0,0,0,0,0,0,0,0
16,14,11,3,0,6,4,1,0,10,4,3,12,5,0,9,9,8,21,0,17,0,0,18,20,0,23,0,13,0,2,17,15,16,19,20,14,23,22,22,0,23,0,16,0,21,12,8,16,0,23,7,19,0,0,0,0,0,0,0,0
17,16,13,3,0,8,5,1,0,12,6,2,14,7,0,11,12,10,22,0,19,0,0,19,21,0,24,0,14,0,4,19,16,18,20,22,15,24,23,24,0,24,0,15,0,22,13,9,18,0,24,8,21,0,0,0,0,0,0,0,0
15,14,12,2,0,6,3,1,0,11,4,2,13,5,0,10,11,8,22,0,18,0,0,18,0,0,25,25,14,0,2,17,14,16,20,21,13,24,23,23,0,25,0,17,0,21,12,9,16,0,25,7,19,0,0,0,0,0,0,0,0
16,13,0,2,0,5,3,1,0,10,2,3,11,4,0,8,8,6,21,0,17,0,0,17,20,0,25,0,12,0,3,14,15,15,18,19,11,23,21,22,0,26,20,18,0,20,9,7,14,0,24,5,18,0,0,0,0,0,0,0,0
13,11,0,1,0,5,4,1,0,9,2,3,9,4,0,8,8,6,15,0,14,0,0,14,15,0,15,0,13,0,3,14,12,11,15,15,10,15,15,15,0,15,15,15,0,15,9,7,12,0,15,5,15,0,0,0,0,0,0,0,0
17,15,0,2,0,7,5,1,0,12,3,4,13,6,0,10,9,8,23,0,19,0,0,18,22,0,27,0,14,0,3,17,16,16,20,20,13,26,24,25,0,27,21,17,0,24,11,8,16,0,26,7,21,0,0,0,0,0,0,0,0
15,13,12,1,0,6,4,2,0,11,3,4,12,4,0,10,8,7,21,0,16,0,0,17,0,0,25,25,12,0,3,16,14,13,19,19,12,24,22,23,0,25,24,13,0,20,11,9,15,0,24,5,18,0,0,0,0,0,0,0,0
16,14,11,1,0,7,5,2,0,11,3,4,11,4,0,10,10,8,21,0,17,0,0,17,0,0,25,25,10,0,3,17,15,13,18,19,12,24,22,23,0,25,24,15,0,20,11,9,16,0,24,6,19,0,0,0,0,0,0,0,0
13,12,11,2,0,7,4,1,0,11,3,4,11,5,0,10,10,8,18,0,16,0,0,16,0,0,22,22,10,0,3,14,13,12,15,17,11,21,18,19,0,22,20,16,0,17,11,9,13,0,21,6,16,0,0,0,0,0,0,0,0
17,15,13,1,0,7,6,2,0,12,3,5,13,5,0,11,9,8,23,0,19,0,0,20,0,0,25,25,13,0,4,20,15,16,20,21,14,25,23,24,0,25,25,14,0,22,12,10,18,0,25,6,20,0,0,0,0,0,0,0,0
17,14,11,1,0,7,4,1,0,11,2,3,12,5,0,10,9,8,21,0,19,0,0,19,20,0,25,0,11,0,3,19,16,15,19,20,13,25,22,23,0,25,24,15,0,21,11,9,18,0,23,6,19,0,0,0,0,0,0,0,0
16,14,13,1,6,7,3,1,0,11,1,4,13,4,0,12,9,8,21,0,17,0,0,18,0,0,25,25,13,0,2,16,15,15,20,19,13,24,22,23,0,25,24,18,0,21,11,10,17,0,23,5,20,0,0,0,0,0,0,0,0
14,13,11,1,7,8,4,2,0,11,3,5,11,5,0,12,10,9,20,0,16,0,0,16,0,0,22,22,12,0,3,15,13,13,17,18,11,22,21,22,0,22,22,13,0,19,11,10,15,0,21,6,16,0,0,0,0,0,0,0,0
16,12,11,1,0,6,4,1,0,12,2,4,13,5,6,10,9,8,20,0,17,0,0,19,19,0,24,24,12,0,3,18,15,14,19,19,7,23,20,21,0,24,23,17,0,0,12,10,16,0,22,7,19,0,0,0,0,0,0,0,0
18,12,12,2,0,8,5,2,0,13,1,4,14,5,8,10,10,9,24,0,20,0,0,23,22,0,27,28,15,0,3,22,17,16,22,19,7,27,24,25,0,28,26,21,0,0,12,11,18,0,26,6,21,0,0,0,0,0,0,0,0
16,12,12,1,0,7,4,2,0,13,2,4,14,5,7,10,9,8,20,0,18,0,0,19,0,0,23,23,12,0,3,18,15,15,19,19,6,23,21,22,0,23,23,15,0,19,12,11,17,0,23,6,19,0,0,0,0,0,0,0,0
15,10,10,1,5,6,3,2,0,12,1,4,13,4,7,11,9,8,21,0,17,0,0,0,19,0,25,25,13,0,3,19,15,14,19,18,5,25,22,23,0,25,24,16,21,0,10,10,16,0,23,6,20,0,0,0,0,0,0,0,0
18,12,13,1,7,8,4,2,0,15,2,4,16,5,9,14,11,10,25,0,21,0,0,0,0,0,27,27,14,0,3,22,19,17,23,23,7,27,26,27,0,27,27,20,24,24,14,13,20,0,27,6,22,0,0,0,0,0,0,0,0
16,10,10,1,6,7,2,1,0,12,1,3,13,4,7,12,9,8,23,0,18,0,0,0,22,0,27,0,15,0,2,19,15,14,21,20,7,27,24,25,0,27,26,17,21,23,11,10,17,0,26,5,20,0,0,0,0,0,0,0,0
15,11,11,2,7,9,5,3,0,13,1,5,14,4,8,13,10,10,20,0,16,0,0,0,18,0,26,26,15,0,3,19,15,15,17,17,7,25,21,22,0,26,24,16,20,0,12,11,16,0,23,6,18,0,0,0,0,0,0,0,0
14,11,11,1,6,8,4,2,0,12,1,5,13,2,7,12,10,9,19,0,16,0,0,0,16,0,19,19,13,0,3,16,14,14,16,18,6,19,19,19,0,19,19,14,18,0,11,10,15,0,19,6,17,0,0,0,0,0,0,0,0
18,12,13,2,8,9,5,3,0,14,1,6,16,3,9,12,11,10,18,0,18,0,0,0,18,0,18,18,15,0,4,18,18,17,18,18,8,18,18,18,0,18,18,18,18,0,12,12,18,0,18,7,18,0,0,0,0,0,0,0,0
13,9,9,1,5,7,4,3,0,9,1,4,11,3,6,9,9,8,17,0,15,0,0,0,15,0,19,19,10,0,2,15,12,12,15,15,5,19,17,18,0,19,19,15,16,0,10,9,14,0,18,5,15,0,0,0,0,0,0,0,0
17,11,11,2,7,8,5,3,0,12,1,4,14,3,8,12,10,9,23,0,19,0,0,0,20,0,25,0,14,0,2,22,16,15,21,19,6,25,23,24,0,25,25,15,22,20,13,11,18,0,24,7,20,0,0,0,0,0,0,0,0
17,13,13,1,8,10,4,3,0,14,1,5,16,2,9,14,12,11,24,0,20,0,0,0,21,0,28,27,16,0,3,20,18,17,21,22,7,27,24,26,0,27,26,17,23,0,15,13,19,0,25,6,22,0,0,0,0,0,0,0,0
14,10,10,1,6,7,4,3,0,11,2,5,12,3,7,10,9,8,19,0,16,0,0,0,0,0,22,22,12,0,4,15,14,13,17,17,7,22,20,21,0,22,22,13,18,17,10,10,14,0,21,7,17,0,0,0,0,0,0,0,0
17,12,12,2,6,8,4,3,0,13,1,5,14,2,7,13,10,9,22,0,19,0,0,0,21,0,23,23,15,0,3,19,16,15,20,21,7,23,22,23,0,23,23,15,21,0,13,11,18,0,23,6,20,0,0,0,0,0,0,0,0
17,12,11,2,7,8,4,3,0,12,1,5,14,2,8,12,10,9,21,0,19,0,0,0,0,0,26,27,13,0,3,19,16,15,19,20,7,25,22,23,0,27,24,14,20,19,12,11,18,0,23,6,20,0,0,0,0,0,0,0,0
16,11,10,1,6,7,4,3,0,10,1,5,13,2,7,11,11,8,23,0,21,0,0,0,19,0,25,0,12,0,3,18,15,14,20,19,7,25,23,24,0,25,25,14,22,20,11,9,17,0,24,6,21,0,0,0,0,0,0,0,0
16,12,12,1,8,9,5,3,0,12,1,6,14,2,9,13,11,10,20,0,17,0,0,0,0,0,24,24,12,0,4,19,16,15,19,19,8,24,20,22,0,24,23,14,19,18,13,13,16,0,21,7,19,0,0,0,0,0,0,0,0
17,12,12,2,7,9,5,4,0,13,1,6,14,3,8,13,11,10,23,0,20,0,0,0,0,0,25,25,14,0,4,20,16,15,22,22,8,25,24,25,0,25,25,19,21,20,12,12,18,0,25,7,22,0,0,0,0,0,0,0,0
15,12,12,2,7,8,4,3,0,12,1,5,13,3,8,12,10,9,18,0,16,20,0,0,16,0,20,0,13,0,2,17,15,14,17,17,8,20,19,20,0,20,20,15,17,17,12,11,15,0,20,6,17,0,0,0,0,0,0,0,0
